id,username,experience,approach,holding_period,assets_traded
374,jealousDingo8,Intermediate,Fundamental,Day Trader,"Bonds,Options"
375,murkyBuzzard0,Novice,Technical,Position Trader,"Equities,Forex"
376,pitifulDove4,Intermediate,Fundamental,Long Term Investor,Bonds
377,crushedSnail3,Novice,Technical,Swing Trader,"Futures,Equities"
378,wingedIcecream2,Experienced,Technical,Long Term Investor,"Bonds,Equities"
379,holisticPudding5,Intermediate,Technical,Swing Trader,"Equities,Forex,Private Companies"
380,vengefulThrushe3,Experienced,Growth,Swing Trader,"Bonds,Forex"
381,giddyCoati4,Intermediate,Momentum,Position Trader,"Private Companies,Bonds,Options"
382,insecureLion7,Novice,Global Macro,Swing Trader,"Futures,Options"
383,drearyAbalone3,Experienced,Momentum,Long Term Investor,"Private Companies,Bonds,Futures"
384,guiltyBoa0,Intermediate,Technical,Day Trader,"Forex,Bonds"
385,wrathfulCurlew6,Intermediate,Technical,Long Term Investor,"Private Companies,Bonds,Futures"
386,jealousSeagull2,Novice,Value,Position Trader,Futures
387,similarWeaver9,Experienced,Global Macro,Swing Trader,"Private Companies,Bonds,Futures"
388,wornoutBuzzard7,Experienced,Fundamental,Swing Trader,Options
389,pleasedMandrill2,Novice,Fundamental,Long Term Investor,"Futures,Forex"
390,annoyedBoars4,Experienced,Growth,Position Trader,"Options,Bonds"
391,crummyDoughnut8,Experienced,Growth,Swing Trader,"Bonds,Options,Equities"
392,gleefulStork8,Experienced,Fundamental,Position Trader,Bonds
393,contentLemur8,Intermediate,Technical,Day Trader,"Forex,Options"
394,boredRuffs4,Novice,Global Macro,Swing Trader,"Bonds,Forex,Equities"
395,crummyEagle3,Novice,Value,Day Trader,"Forex,Bonds,Options"
396,puzzledGelding5,Experienced,Technical,Long Term Investor,"Options,Futures"
397,worldlySalt3,Experienced,Value,Swing Trader,"Equities,Bonds,Futures"
398,resolvedBasmati6,Experienced,Technical,Position Trader,"Forex,Private Companies"
399,debonairHoopoe6,Intermediate,Growth,Long Term Investor,"Equities,Private Companies"
400,ashamedLocust7,Novice,Momentum,Long Term Investor,"Bonds,Equities,Private Companies"
401,emptyPonie5,Experienced,Technical,Day Trader,"Equities,Futures,Private Companies"
402,aboardSausage0,Experienced,Technical,Position Trader,"Bonds,Futures"
403,dejectedRaisins9,Experienced,Technical,Swing Trader,Forex
404,wingedClam2,Intermediate,Fundamental,Long Term Investor,"Options,Forex,Bonds"
405,cruelSheep4,Intermediate,Growth,Long Term Investor,"Futures,Private Companies,Options"
406,thrilledSeagull1,Experienced,Technical,Long Term Investor,"Forex,Equities"
407,spiritedMussel0,Novice,Value,Long Term Investor,Bonds
408,bubblyBuck6,Intermediate,Value,Swing Trader,"Bonds,Options,Forex"
409,pridefulMuesli4,Intermediate,Technical,Position Trader,Equities
410,shamefulEggs4,Intermediate,Value,Swing Trader,"Futures,Bonds,Equities"
411,exactingCoconut2,Intermediate,Technical,Long Term Investor,"Equities,Bonds,Options"
412,humorousSnail9,Experienced,Value,Long Term Investor,"Forex,Equities"
413,scornfulCrackers8,Experienced,Technical,Day Trader,"Bonds,Private Companies"
414,ashamedPorpoise8,Novice,Value,Day Trader,"Equities,Bonds"
415,excitedMandrill6,Novice,Technical,Position Trader,"Futures,Equities,Forex"
416,lovesickStork4,Experienced,Technical,Day Trader,"Forex,Bonds"
417,culturedSalami5,Intermediate,Fundamental,Position Trader,Options
418,drearyDotterel6,Experienced,Fundamental,Swing Trader,Private Companies
419,grizzledOil3,Novice,Technical,Swing Trader,"Bonds,Private Companies,Forex"
420,mellowMussel5,Intermediate,Value,Day Trader,"Bonds,Forex"
421,enviousChamois9,Intermediate,Technical,Position Trader,"Equities,Futures,Private Companies"
422,humorousWeaver6,Intermediate,Growth,Position Trader,"Futures,Options"
423,murkyCurlew9,Novice,Momentum,Day Trader,Futures
424,kindPonie6,Novice,Growth,Long Term Investor,Futures
425,grudgingCoati7,Novice,Global Macro,Position Trader,"Options,Forex,Equities"
426,humorousDove0,Experienced,Momentum,Position Trader,"Private Companies,Futures"
427,contentGatorade4,Intermediate,Fundamental,Position Trader,"Bonds,Options,Private Companies"
428,wornoutRhino4,Intermediate,Fundamental,Day Trader,Forex
429,puzzledUnicorn2,Experienced,Global Macro,Day Trader,"Private Companies,Forex,Futures"
430,exactingBoars9,Novice,Momentum,Position Trader,"Forex,Bonds"
431,mereSeagull9,Novice,Growth,Position Trader,"Futures,Forex"
432,affectedCurlew5,Novice,Fundamental,Position Trader,"Futures,Private Companies"
433,stressedBobolink5,Novice,Growth,Swing Trader,"Private Companies,Futures,Forex"
434,outlyingMacaw0,Intermediate,Fundamental,Position Trader,"Bonds,Futures"
435,grudgingKitten4,Intermediate,Technical,Position Trader,"Equities,Futures,Private Companies"
436,needfulFlamingo9,Novice,Technical,Day Trader,"Equities,Forex,Private Companies"
437,cynicalDove7,Intermediate,Growth,Swing Trader,"Equities,Options"
438,outlyingBaboon6,Intermediate,Growth,Long Term Investor,"Futures,Forex"
439,solemnBustard7,Experienced,Fundamental,Day Trader,Bonds
440,gloomySardines1,Novice,Fundamental,Long Term Investor,Equities
441,solidMoth0,Experienced,Technical,Position Trader,Equities
442,ardentHyena3,Novice,Momentum,Long Term Investor,"Bonds,Forex,Options"
443,ferventLapwing1,Novice,Global Macro,Day Trader,"Futures,Bonds"
444,tautEggs1,Novice,Growth,Position Trader,Options
445,jubilantTomatoe1,Novice,Global Macro,Swing Trader,Forex
446,jubilantDotterel4,Intermediate,Fundamental,Position Trader,Futures
447,needfulLemur0,Experienced,Growth,Long Term Investor,Equities
448,finickyCow9,Novice,Global Macro,Swing Trader,Forex
449,finickyTortoise0,Novice,Global Macro,Swing Trader,Equities
450,betrayedWidgeon5,Intermediate,Momentum,Long Term Investor,"Forex,Equities,Futures"
451,guiltyBasmati2,Intermediate,Global Macro,Long Term Investor,"Futures,Forex"
452,abjectWasp0,Experienced,Fundamental,Position Trader,"Options,Equities"
453,adoringSmelt4,Novice,Momentum,Day Trader,"Futures,Forex"
454,dearLizard4,Novice,Value,Position Trader,"Futures,Equities,Private Companies"
455,sadRice0,Novice,Fundamental,Swing Trader,Futures
456,pitifulClam8,Novice,Value,Position Trader,"Private Companies,Futures,Equities"
457,similarGnu8,Intermediate,Fundamental,Day Trader,Options
458,brainyCamel4,Novice,Momentum,Position Trader,"Equities,Private Companies,Futures"
459,insecurePudding9,Experienced,Value,Position Trader,Options
460,merePiglet4,Experienced,Value,Day Trader,Futures
461,lazyBuck6,Experienced,Fundamental,Position Trader,"Private Companies,Options"
462,superiorGarlic7,Novice,Growth,Day Trader,Equities
463,sincerePonie8,Experienced,Fundamental,Day Trader,"Options,Forex"
464,similarCod9,Novice,Global Macro,Long Term Investor,"Forex,Equities,Futures"
465,truthfulBass3,Novice,Global Macro,Long Term Investor,"Options,Bonds"
466,brainyApples6,Novice,Fundamental,Day Trader,"Bonds,Forex,Options"
467,peskyPear5,Novice,Global Macro,Position Trader,"Futures,Equities,Forex"
468,contentMoth9,Intermediate,Global Macro,Long Term Investor,"Private Companies,Equities"
469,cautiousThrush2,Experienced,Value,Position Trader,Private Companies
470,spiritedKitten8,Novice,Value,Day Trader,"Options,Bonds,Futures"
471,insecureBaboon8,Experienced,Momentum,Day Trader,"Options,Futures,Private Companies"
472,jealousRhino4,Intermediate,Growth,Swing Trader,"Private Companies,Forex,Equities"
473,grizzledIcecream4,Intermediate,Fundamental,Day Trader,"Private Companies,Futures,Options"
474,debonairChough7,Novice,Value,Day Trader,"Bonds,Equities"
475,gleefulPepper8,Novice,Value,Long Term Investor,Bonds
476,thrilledRat5,Intermediate,Growth,Position Trader,"Forex,Equities"
477,grizzledSeahorse1,Experienced,Growth,Day Trader,Futures
478,peacefulThrushe5,Intermediate,Momentum,Long Term Investor,"Forex,Options"
479,sugaryApples9,Intermediate,Value,Swing Trader,Private Companies
480,cockyHare2,Novice,Global Macro,Swing Trader,Bonds
481,wrathfulHyena1,Experienced,Value,Long Term Investor,"Bonds,Futures"
482,grudgingChough5,Intermediate,Momentum,Swing Trader,Equities
483,worldlySeahorse3,Novice,Value,Position Trader,Equities
484,dreadfulCaviar4,Intermediate,Global Macro,Day Trader,Bonds
485,chicOcelot6,Novice,Value,Position Trader,"Bonds,Options,Forex"
486,peacefulTuna5,Novice,Global Macro,Long Term Investor,Forex
487,curiousPolenta5,Novice,Growth,Long Term Investor,Futures
488,jealousMeerkat9,Experienced,Technical,Long Term Investor,"Private Companies,Bonds"
489,worldlyRice9,Intermediate,Value,Long Term Investor,"Forex,Equities,Bonds"
490,insecureRhino2,Novice,Momentum,Long Term Investor,Bonds
491,sincereDunbird6,Intermediate,Global Macro,Position Trader,Options
492,relievedMare6,Novice,Value,Long Term Investor,"Private Companies,Futures"
493,awedMuesli5,Novice,Momentum,Swing Trader,Forex
494,shySalami9,Intermediate,Global Macro,Position Trader,"Bonds,Options"
495,importedMacaw1,Experienced,Value,Swing Trader,"Forex,Private Companies,Equities"
496,goofyCordial9,Intermediate,Growth,Long Term Investor,"Futures,Equities,Forex"
497,pitifulTruffle0,Intermediate,Technical,Long Term Investor,"Bonds,Options"
498,importedHawk5,Novice,Momentum,Long Term Investor,"Futures,Private Companies"
499,importedPonie9,Novice,Technical,Day Trader,"Options,Private Companies"
500,grizzledShads7,Experienced,Global Macro,Position Trader,"Futures,Private Companies,Forex"
501,dreadfulOryx7,Novice,Momentum,Swing Trader,Bonds
502,sadLocust2,Novice,Growth,Long Term Investor,"Private Companies,Forex"
503,empathicPretzels7,Intermediate,Technical,Position Trader,"Futures,Equities"
504,cruelBass3,Novice,Growth,Long Term Investor,Private Companies
505,debonairPonie5,Experienced,Growth,Swing Trader,Bonds
506,mellowWidgeon7,Experienced,Value,Long Term Investor,"Options,Equities"
507,guiltyBass8,Novice,Technical,Position Trader,"Forex,Equities"
508,alertThrushe3,Intermediate,Technical,Swing Trader,"Bonds,Forex,Options"
509,panickyKitten9,Experienced,Fundamental,Long Term Investor,"Forex,Private Companies"
510,boredPear8,Experienced,Value,Day Trader,Equities
511,thriftyMackerel4,Intermediate,Momentum,Long Term Investor,"Bonds,Options,Equities"
512,jubilantRhino3,Intermediate,Value,Swing Trader,"Equities,Futures"
513,truthfulGelding7,Intermediate,Value,Swing Trader,Private Companies
514,euphoricCrackers5,Experienced,Value,Swing Trader,"Futures,Equities"
515,bubblyMare6,Novice,Growth,Swing Trader,"Options,Forex,Private Companies"
516,lovesickEland3,Intermediate,Momentum,Position Trader,Forex
517,ardentPorpoise0,Experienced,Growth,Long Term Investor,Forex
518,yearningPup0,Intermediate,Momentum,Long Term Investor,Equities
519,dejectedBaboon3,Novice,Growth,Long Term Investor,"Forex,Options"
520,kindMallard0,Experienced,Value,Swing Trader,"Bonds,Options"
521,ferventBittern1,Experienced,Global Macro,Long Term Investor,Forex
522,thrilledApricots7,Experienced,Global Macro,Day Trader,Equities
523,pleasedHeron6,Novice,Growth,Position Trader,"Options,Bonds"
524,sincereKitten4,Experienced,Momentum,Position Trader,"Options,Bonds"
525,lazyRelish9,Intermediate,Technical,Day Trader,"Options,Forex,Private Companies"
526,awedSeafowl1,Experienced,Momentum,Day Trader,"Forex,Equities,Bonds"
527,troubledQuiche8,Novice,Value,Day Trader,Bonds
528,ashamedDoves5,Intermediate,Momentum,Long Term Investor,Private Companies
529,cynicalBagels3,Novice,Technical,Day Trader,"Private Companies,Options,Equities"
530,humorousSheep7,Experienced,Value,Day Trader,"Private Companies,Forex,Options"
531,jubilantEland5,Intermediate,Momentum,Day Trader,"Bonds,Private Companies"
532,anxiousSmelt4,Novice,Fundamental,Long Term Investor,Options
533,vengefulCordial4,Novice,Momentum,Position Trader,"Bonds,Forex,Equities"
534,morbidCordial0,Intermediate,Growth,Day Trader,Forex
535,selfishEggs4,Intermediate,Momentum,Position Trader,"Equities,Futures"
536,sadChile6,Experienced,Momentum,Day Trader,"Forex,Futures"
537,exactingCordial8,Novice,Fundamental,Day Trader,"Options,Private Companies"
538,sheepishWasp3,Intermediate,Fundamental,Long Term Investor,Futures
539,empathicMackerel8,Novice,Value,Swing Trader,"Futures,Private Companies,Options"
540,forsakenBoa1,Intermediate,Fundamental,Day Trader,"Options,Forex"
541,importedOtter2,Novice,Value,Position Trader,"Private Companies,Forex"
542,forsakenCockatoo3,Novice,Momentum,Day Trader,Forex
543,curiousTruffle0,Experienced,Value,Position Trader,Futures
544,unhappyCheese8,Novice,Growth,Swing Trader,"Bonds,Options"
545,superiorHoopoe1,Intermediate,Global Macro,Swing Trader,Private Companies
546,resolvedLocust2,Experienced,Global Macro,Swing Trader,Bonds
547,puzzledPlover0,Novice,Global Macro,Long Term Investor,"Futures,Equities,Forex"
548,obsessedDotterel2,Experienced,Growth,Day Trader,"Forex,Bonds,Equities"
549,innocentRaisins2,Intermediate,Fundamental,Position Trader,"Forex,Futures,Private Companies"
550,sadChile1,Intermediate,Value,Day Trader,"Options,Bonds,Futures"
551,empathicCod1,Intermediate,Value,Day Trader,"Bonds,Equities"
552,boastfulDoves8,Intermediate,Value,Position Trader,"Bonds,Equities,Options"
553,decimalPorpoise2,Intermediate,Momentum,Position Trader,"Bonds,Forex"
554,contentDingo6,Experienced,Growth,Swing Trader,"Forex,Futures"
555,obsessedThrushe6,Experienced,Fundamental,Swing Trader,"Options,Bonds"
556,bubblyIcecream8,Experienced,Momentum,Position Trader,Equities
557,innocentWidgeon4,Experienced,Momentum,Position Trader,Futures
558,superiorChile9,Intermediate,Global Macro,Swing Trader,"Private Companies,Futures,Options"
559,brainyBoa8,Novice,Value,Day Trader,"Equities,Forex"
560,ecstaticBuck8,Novice,Global Macro,Long Term Investor,Forex
561,artisticChowder0,Intermediate,Global Macro,Long Term Investor,"Equities,Private Companies"
562,dejectedApples8,Experienced,Fundamental,Position Trader,"Bonds,Futures"
563,awedQuiche4,Experienced,Global Macro,Long Term Investor,"Equities,Options,Futures"
564,worriedCaviar1,Intermediate,Growth,Long Term Investor,"Equities,Futures,Bonds"
565,similarWhiting4,Novice,Growth,Swing Trader,"Equities,Private Companies,Bonds"
566,wrathfulSalt4,Intermediate,Value,Long Term Investor,Options
567,boredChamois3,Novice,Technical,Day Trader,"Equities,Forex"
568,thrilledRice0,Novice,Growth,Day Trader,"Bonds,Equities"
569,blissfulGatorade2,Intermediate,Technical,Position Trader,"Forex,Options"
570,lovesickDingo9,Intermediate,Fundamental,Swing Trader,Bonds
571,resolvedPiglet8,Novice,Growth,Day Trader,Private Companies
572,cheerfulJaguar4,Experienced,Technical,Swing Trader,Futures
573,crushedFalcon8,Experienced,Global Macro,Position Trader,"Bonds,Private Companies,Equities"
574,boredDoughnut2,Intermediate,Value,Position Trader,Equities
575,vengefulLollies4,Intermediate,Global Macro,Swing Trader,"Futures,Bonds"
576,peacefulVenison1,Intermediate,Global Macro,Position Trader,"Equities,Bonds,Private Companies"
577,curiousBittern0,Experienced,Global Macro,Position Trader,"Equities,Bonds,Options"
578,exactingTeal9,Experienced,Technical,Position Trader,Forex
579,fondAbalone5,Novice,Technical,Swing Trader,"Equities,Private Companies,Forex"
580,similarSeafowl1,Experienced,Momentum,Day Trader,"Private Companies,Equities,Futures"
581,giddyChough5,Intermediate,Value,Day Trader,"Bonds,Futures"
582,dopeyTomatoe6,Experienced,Fundamental,Long Term Investor,Forex
583,pluckyCaviar0,Novice,Value,Swing Trader,Forex
584,adoringWeaver2,Novice,Momentum,Long Term Investor,Private Companies
585,morbidLard8,Novice,Momentum,Day Trader,"Options,Futures,Equities"
586,puzzledCow7,Novice,Fundamental,Position Trader,"Bonds,Equities,Futures"
587,affectedMallard7,Intermediate,Global Macro,Long Term Investor,"Options,Futures"
588,worriedDoves2,Novice,Momentum,Day Trader,Forex
589,cockyChowder9,Novice,Global Macro,Swing Trader,Private Companies
590,pluckyMuesli7,Experienced,Technical,Long Term Investor,Private Companies
591,yearningMackerel5,Experienced,Global Macro,Position Trader,Forex
592,awedBuck5,Experienced,Value,Position Trader,Equities
593,needfulWasp7,Experienced,Global Macro,Position Trader,"Options,Futures,Private Companies"
594,emptyMallard8,Experienced,Value,Long Term Investor,Options
595,pleasedBuck4,Intermediate,Fundamental,Position Trader,Forex
596,fondHeron4,Intermediate,Growth,Swing Trader,Equities
597,aloofCoati8,Novice,Value,Day Trader,"Futures,Bonds"
598,enviousCurlew1,Intermediate,Value,Day Trader,"Private Companies,Equities,Options"
599,alertThrushe3,Experienced,Momentum,Day Trader,"Forex,Options,Futures"
600,cynicalVenison4,Intermediate,Growth,Long Term Investor,Equities
601,insecureSeagull5,Experienced,Growth,Position Trader,"Private Companies,Options"
602,curiousWeaver2,Experienced,Value,Long Term Investor,"Private Companies,Bonds,Options"
603,finickyAntelope8,Novice,Growth,Position Trader,"Private Companies,Forex,Equities"
604,unhappyPretzels1,Novice,Momentum,Swing Trader,"Futures,Options,Forex"
605,ashamedGelding8,Intermediate,Growth,Long Term Investor,"Futures,Forex"
606,selfishSeagull1,Novice,Fundamental,Position Trader,"Futures,Options,Forex"
607,outlyingUnicorn3,Intermediate,Global Macro,Long Term Investor,"Options,Equities,Private Companies"
608,dreadfulBurritos6,Intermediate,Momentum,Day Trader,"Options,Bonds,Private Companies"
609,humorousFerret7,Experienced,Value,Day Trader,"Bonds,Private Companies"
610,unhappyDoughnut2,Intermediate,Technical,Position Trader,"Futures,Forex,Equities"
611,puzzledOrange0,Intermediate,Growth,Long Term Investor,Bonds
612,aloofCheese2,Intermediate,Growth,Position Trader,"Options,Private Companies"
613,relievedSalt8,Intermediate,Global Macro,Position Trader,Bonds
614,needfulDoughnut1,Experienced,Growth,Long Term Investor,"Private Companies,Forex"
615,yearningDotterel3,Novice,Momentum,Long Term Investor,"Forex,Bonds"
616,spiritedCoconut3,Experienced,Fundamental,Day Trader,Futures
